X-coordinate(mm)         Y-coordinate(mm)
                                                                           
      0                      0           
      2                      -0.221524664
      4                      -0.209217738
      6                      0.146973094 
      8                      0.25536871  
      10                     0.009466866 
      12                     -0.150049826
      14                     -1.028811659
      16                     -1.278026906
      18                     -1.348555057
      20                     -0.894618834
      22                     -0.48576856 
      24                     0.911659193 
      26                     2.315595416 
      28                     2.556053812 
      30                     2.545403587 
      32                     1.561086198 
      34                     0.920179372 
      36                     0.86243149  
      38                     0.174190334 
      40                     -8.32667E-17
      42                     -0.134666168
      44                     0.088041854 
      46                     0.168273543 
      48                     -0.615346288
      50                     0.213004484 
      52                     0.532511211 
      54                     1.49103139  
      56                     1.018634778 
      58                     1.028811659 
      60                     0.695814649 
      62                     1.009641256 
      64                     1.716816143 
      66                     1.995852018 
      68                     2.1295715   
      70                     1.876806178 
      72                     1.644394619 
      74                     2.048866467 
      76                     1.830891878 
      78                     0.771076233 
      80                     0.231938216 
      82                     1.686285501 
      84                     2.30470852  
      86                     2.592501246 
      88                     2.295714998 
      90                     2.403400598 
      92                     2.299501744 
      94                     1.34027155  
      96                     1.437780269 
      98                     0.444706029 
      100                    0.319506726 
