X-coordinate(mm)         Y-coordinate(mm)
        
    0                        0          
    1                        0.107440386
    2                        0.177645865
    3                        0.289766616
    4                        0.374429224
    5                        0.374429224
    6                        0.374429224
    7                        0.457323694
    8                        0.499654997
    9                        0.519728564
    10                       0.617808219
    11                       0.568196347
    12                       0.610735667
    13                       0.488838153
    14                       0.471988838
    15                       0.43267377 
    16                       0.46970066 
    17                       0.427993404
    18                       0.450563166
    19                       0.374429224
    20                       0.391070523
    21                       0.425913242
    22                       0.374429224
    23                       0.47573313 
    24                       0.506311517
    25                       0.488838153
    26                       0.518168442
    27                       0.45586758 
    28                       0.374429224
    29                       0.374429224
    30                       0.374429224
    31                       0.374429224
    32                       0.374429224
    33                       0.280821918
    34                       0.322425165
    35                       0.347387113
    36                       0.280821918
    37                       0.280821918
    38                       0.280821918
    39                       0.280821918
    40                       0.280821918
    41                       0.280821918
    42                       0.148315576
    43                       0.125017757
    44                       0.201775748
    45                       0.215296804
    46                       0.280821918
    47                       0.193767123
    48                       0.160172501
    49                       0.124081684
    50                       0.163812785
    51                       0.374429224
    52                       0.328665652
    53                       0.461484018
    54                       0.374429224
    55                       0.374429224
    56                       0.426433283
    57                       0.554571284
    58                       0.561643836
    59                       0.585773719
    60                       0.497158803
    61                       0.575476915
    62                       0.504855403
    63                       0.519104515
    64                       0.564972095
    65                       0.522640791
    66                       0.488838153
    67                       0.488838153
    68                       0.4663724  
    69                       0.374429224
    70                       0.322425165
    71                       0.46803653 
    72                       0.46803653 
    73                       0.431841705
    74                       0.428929477
    75                       0.374429224
    76                       0.356123795
    77                       0.301623541
    78                       0.365068493
    79                       0.374949264
    80                       0.359868087
    81                       0.374429224
    82                       0.374429224
    83                       0.374429224
    84                       0.374429224
    85                       0.435794013
    86                       0.399183156
    87                       0.379837646
    88                       0.374429224
    89                       0.380981735
    90                       0.331785895
    91                       0.280821918
    92                       0.446402841
    93                       0.437146119
    94                       0.432257737
    95                       0.374429224
    96                       0.301623541
    97                       0.270317098
    98                       0.275829528
    99                       0.330849822
    100                      0.332825977
