X-coordinate(mm)         Y-coordinate(mm)
                             
    0                        0           
    1                        0.125925926 
    2                        0.062962963 
    3                        0.207253086 
    4                        0.230864198 
    5                        0.230864198 
    6                        0.230864198 
    7                        0.341049383 
    8                        0.367283951 
    9                        0.367283951 
    10                       0.393518519 
    11                       0.241358025 
    12                       0.230864198 
    13                       0.43287037  
    14                       0.472222222 
    15                       0.472222222 
    16                       0.377777778 
    17                       0.330555556 
    18                       0.241358025 
    19                       0.375154321 
    20                       0.230864198 
    21                       0.136419753 
    22                       0.125925926 
    23                       0.104938272 
    24                       4.44089E-16 
    25                       -0.228240741
    26                       -0.241358025
    27                       -0.170524691
    28                       -0.14691358 
    29                       7.04992E-15 
    30                       -0.118055556
    31                       0.094444444 
    32                       0.367283951 
    33                       0.569290123 
    34                       0.608641975 
    35                       0.608641975 
    36                       0.608641975 
    37                       0.503703704 
    38                       0.398765432 
    39                       0.561419753 
    40                       0.535185185 
    41                       0.445987654 
    42                       0.346296296 
    43                       0.299074074 
    44                       0.398765432 
    45                       0.49845679  
    46                       0.750308642 
    47                       0.986419753 
    48                       0.986419753 
    49                       0.986419753 
    50                       0.975925926 
    51                       0.752932099 
    52                       0.724074074 
    53                       0.689969136 
    54                       0.608641975 
    55                       0.653240741 
    56                       0.797530864 
    57                       0.865740741 
    58                       0.986419753 
    59                       1.151697531 
    60                       1.080864198 
    61                       0.986419753 
    62                       0.944444444 
    63                       1.041512346 
    64                       0.986419753 
    65                       0.962808642 
    66                       0.829012346 
    67                       0.647993827 
    68                       0.419753086 
    69                       0.301697531 
    70                       0.257098765 
    71                       0.401388889 
    72                       0.493209877 
    73                       0.608641975 
    74                       0.514197531 
    75                       0.388271605 
    76                       0.272839506 
    77                       0.230864198 
    78                       0.230864198 
    79                       0.362037037 
    80                       0.251851852 
    81                       0.383024691 
    82                       0.372530864 
    83                       0.390895062 
    84                       0.230864198 
    85                       0.230864198 
    86                       0.257098765 
    87                       0.230864198 
    88                       0.157407407 
    89                       0.200694444 
    90                       0.162654321 
    91                       0.230864198 
    92                       0.440740741 
    93                       0.474845679 
    94                       0.608641975 
    95                       0.627006173 
    96                       0.608641975 
    97                       0.469598765 
    98                       0.493209877 
    99                       0.674228395 
    100                      0.661111111 
